tBodyGyroJerk-iqr()-X,tBodyGyro-iqr()-X,tBodyAccJerk-max()-X,tBodyGyro-min()-X,"fBodyGyro-bandsEnergy()-9,16",tBodyGyro-max()-X,fBodyGyro-maxInds-Z,tBodyAcc-entropy()-X,tBodyAcc-max()-X,subject,"tBodyGyro-correlation()-Y,Z",tGravityAcc-mean()-X,tGravityAcc-mean()-Y,tGravityAcc-max()-Y,tGravityAcc-min()-X,"fBodyAcc-bandsEnergy()-1,8","tBodyAcc-correlation()-X,Y",tGravityAcc-energy()-Y,tGravityAcc-min()-Y
-0.99247663,-0.98650764,-0.99080696,0.8352693000000001,-0.99995144,-0.88239269,-0.93103448,-0.47184594,-0.9374794,14,-0.67654378,-0.22581015,0.52374802,0.48814109,-0.18209551,-0.99990909,-0.059834545,-0.43364556,0.54072019
-0.99136906,-0.98959396,-0.98734716,0.8352693000000001,-0.9999392,-0.88378035,-1.0,-0.59247787,-0.93880754,14,-0.49660519999999997,-0.22450281,0.52303214,0.48399277,-0.18247881,-0.99972546,-0.22285676,-0.43515027,0.54072019
-0.98696202,-0.98739736,-0.98734716,0.83265982,-0.99988123,-0.88167122,-1.0,-0.65750663,-0.940206,14,-0.42789108,-0.22917039,0.52549463,0.48682806,-0.18953111,-0.99976657,-0.12049443,-0.42999153,0.54214503
-0.98989847,-0.99175435,-0.99562711,0.83265982,-0.99984633,-0.88167122,-1.0,-0.65806585,-0.94075961,14,0.39844438,-0.23471815,0.52599211,0.48682806,-0.18978992,-0.99995969,-0.0091355172,-0.42894447,0.53895237
-0.99384175,-0.99160699,-0.99605051,0.84177231,-0.99993494,-0.88071731,-0.79310345,-0.54118021,-0.93876328,14,0.66259099,-0.23660948,0.52022699,0.48674924,-0.19117379,-0.99994878,0.17531465,-0.44094522,0.53301447
-0.99273184,-0.98480852,-0.99530955,0.84030221,-0.9999411,-0.87813095,-0.5862069000000001,-0.39331736,-0.93442619,14,-0.13733778,-0.23591907,0.51565714,0.47826689,-0.19117379,-0.99996206,0.21605458,-0.45043829999999996,0.53299375
-0.99055469,-0.98112419,-0.99378608,0.84030221,-0.99993668,-0.87778356,-0.24137931,-0.41141313,-0.93442619,14,-0.042429365999999996,-0.23297415,0.51797499,0.47985655,-0.19048348,-0.99995132,0.34380463,-0.44564604,0.53299375
-0.99370839,-0.97819533,-0.99378608,0.83825732,-0.99996338,-0.87778356,-0.5862069000000001,-0.32702225,-0.92969259,14,-0.11765748,-0.23001873,0.52072532,0.48290241,-0.18566153,-0.99993307,0.50473517,-0.43995413,0.53831958
-0.98239029,-0.91505572,-0.92016592,0.85554149,-0.99664192,-0.73834745,-1.0,0.54189107,-0.64669681,14,-0.77465355,-0.28977505,0.50608003,0.48755923,-0.34482677,-0.98539034,-0.29813455,-0.46964332,0.51099082
-0.99015977,-0.95841594,-0.98408795,0.85158481,-0.99965337,-0.81087307,-1.0,-0.51804828,-0.9234034999999999,14,-0.91580174,-0.23252846,0.49308508,0.46192086,-0.21950384,-0.9995472,-0.085044101,-0.49592856,0.5082802
-0.99201371,-0.97607908,-0.9920953000000001,0.8320257999999999,-0.99991538,-0.8698039000000001,-1.0,-0.27572454,-0.9285402,14,-0.89063754,-0.23666624,0.48897478,0.45268931,-0.1957247,-0.99958269,0.47926942,-0.50399681,0.50470856
-0.99051459,-0.98113015,-0.9920953000000001,0.8320257999999999,-0.99990205,-0.87787087,-1.0,-0.30160962,-0.9285402,14,-0.61197764,-0.23685221,0.48616178,0.44796319,-0.1957247,-0.9997516,0.36125881,-0.50950395,0.50470856
-0.98754104,-0.97978491,-0.98954068,0.83008437,-0.99979905,-0.87508777,-0.5862069000000001,-0.49234857,-0.92857564,14,-0.45027375,-0.23492255,0.48616847,0.44668307,-0.19096506,-0.99986458,-0.09310923800000001,-0.50949149,0.50497402
-0.98487165,-0.97454561,-0.98954068,0.83008437,-0.99971906,-0.87085108,-0.51724138,-0.1512608,-0.92719295,14,-0.26160135,-0.23509692,0.4856387,0.44621802,-0.19096506,-0.99988644,-0.013754928,-0.51052151,0.50431669
-0.99046272,-0.98159372,-0.99537316,0.83178239,-0.99984117,-0.87085108,-1.0,-0.24038072,-0.92719295,14,0.055950941,-0.22927431,0.48665376,0.44863511,-0.19089779,-0.99965924,0.63689509,-0.50854274,0.50431669
-0.98785234,-0.97859296,-0.98774612,0.83178239,-0.99991861,-0.86746901,-1.0,-0.42927135,-0.92490742,14,-0.63842514,-0.22801673,0.48544986,0.44863511,-0.18710735,-0.99967031,0.65591704,-0.51087018,0.49990752
-0.98680184,-0.96866566,-0.98774612,0.83407139,-0.9998450000000001,-0.86746901,-0.79310345,-0.10307085,-0.9210839,14,-0.25021514,-0.22782048,0.48416191,0.44997245,-0.18710735,-0.99968385,0.71615918,-0.51336814,0.49990752
-0.98651372,-0.97014551,-0.9927027,0.83407139,-0.9998630999999999,-0.86995995,-1.0,-0.35156174,-0.9210839,14,0.21892147,-0.22112375,0.48640582,0.45012853,-0.18611209,-0.99964992,0.73143579,-0.5090092,0.50006306
-0.9888360999999999,-0.96748246,-0.9927027,0.83449114,-0.99992389,-0.86993983,-0.93103448,-0.074836597,-0.91611395,14,-0.038536094,-0.21980996,0.48638983,0.45341352,-0.17813594,-0.99940306,0.86676135,-0.50903666,0.50132058
-0.97956095,-0.95794758,-0.95809003,0.80643382,-0.99845013,-0.8541561,-0.44827586,0.15819898,-0.85954768,14,-0.58214497,-0.21472575,0.49270983,0.46128684,-0.17813594,-0.99758898,0.42034924,-0.49655991,0.50132058
-0.96333903,-0.95780451,-0.95809003,0.80643382,-0.99561433,-0.78308695,-0.93103448,0.4275956,-0.8027693,14,0.072020983,-0.20636183,0.49625964,0.46128684,-0.16821056,-0.99464105,0.30649418,-0.48962219,0.50892272
-0.6839715000000001,-0.60381981,-0.81431584,0.62179045,-0.93424885,-0.45638255,-0.93103448,0.041264651,-0.47046618,14,0.53210883,0.84026502,-0.22431276,-0.20084087,0.84002001,-0.89119167,0.024937671,-0.91599948,-0.25043992
-0.62516549,-0.54573313,-0.73596449,0.58953611,-0.8852618,-0.55849615,-0.93103448,0.13232361,-0.360108,14,0.42554274,0.82431811,-0.26176725,-0.25046043,0.83884142,-0.86039981,-0.05177762599999999,-0.88500815,-0.25192439
-0.58029432,-0.58171111,-0.6012561,0.58953611,-0.90017013,-0.55849615,-0.93103448,0.27758245,-0.33232994,14,0.39887817,0.82261912,-0.2726848,-0.28276249,0.83884142,-0.80791893,-0.021965147999999997,-0.87487178,-0.25637548
-0.5561093,-0.65505032,-0.6012561,0.50818384,-0.90723572,-0.49973136,-0.93103448,0.33934288,-0.30907312,14,0.45983775,0.81990134,-0.27669594,-0.28931219,0.83678252,-0.79137137,0.068930075,-0.87091387,-0.25721773
-0.48672126,-0.59422645,-0.72989312,0.50818384,-0.86460282,-0.49973136,-0.93103448,0.41074269999999996,-0.28059938,14,0.38483863,0.82065711,-0.266425,-0.2642806,0.83613734,-0.80649859,0.046954008,-0.88055582,-0.25721773
-0.46046781,-0.62569335,-0.72402396,0.51780932,-0.88528077,-0.53921435,-0.93103448,0.33934288,-0.23966412,14,0.33845449,0.83894167,-0.23824196,-0.23264474,0.83613734,-0.81927445,0.019238566000000002,-0.90582861,-0.24732909
-0.56285138,-0.60779881,-0.70206942,0.542484,-0.89968625,-0.50058715,-0.93103448,0.22612967,-0.23966412,14,0.38468703,0.85004149,-0.23182775,-0.23264474,0.86328893,-0.81601636,0.0072936002,-0.91153309,-0.22786355
-0.59880618,-0.54369492,-0.65371966,0.49773421,-0.90579738,-0.50058715,-0.65517241,0.21013087,-0.28903208,14,0.32021111,0.84383723,-0.24649203,-0.25397441,0.85618403,-0.81697208,-0.091129051,-0.89916866,-0.23118051
-0.52437785,-0.57771571,-0.65371966,0.49773421,-0.88937084,-0.5877935000000001,-0.93103448,0.1451209,-0.28606042,14,0.29650836,0.83440547,-0.2560027,-0.26515331,0.84819115,-0.82788735,-0.10376544,-0.89072069,-0.23571720000000002
-0.55503284,-0.63465085,-0.64729193,0.58400328,-0.89599191,-0.6003367,-0.93103448,0.12350983,-0.28606042,14,0.31524706,0.82801249,-0.25842543,-0.27149978,0.84447734,-0.87059983,-0.06644613,-0.88852437,-0.23571720000000002
-0.60863174,-0.50810315,-0.64729193,0.58400328,-0.94384019,-0.37789619,-0.93103448,0.14843709,-0.39080788,14,0.42007182,0.82283143,-0.25500274,-0.26365019,0.83692571,-0.86613263,-0.12592856,-0.89161758,-0.23766875
-0.60433422,-0.53838741,-0.65752436,0.64091462,-0.92610568,-0.37789619,-0.93103448,0.14753603,-0.09618304800000001,14,0.3639152,0.82043538,-0.26120044,-0.26365019,0.83692571,-0.83883804,-0.071251466,-0.88574676,-0.24730609
-0.63632911,-0.6267176999999999,-0.65752436,0.61891718,-0.89612741,-0.66467977,-0.93103448,0.22927275,-0.09618304800000001,14,0.35809599,0.82763134,-0.26740032,-0.2792602,0.83701131,-0.8364488999999999,-0.075562709,-0.8800304,-0.24730609
-0.65639714,-0.60775406,-0.66558976,0.61453652,-0.9147439,-0.64458959,-0.93103448,0.22528923,-0.23503361,14,0.38763034,0.83618091,-0.26230494,-0.27272652,0.85030384,-0.84434633,-0.062142517,-0.88487311,-0.24384926
-0.61130118,-0.69213619,-0.73336181,0.55462087,-0.92883215,-0.58893113,-0.65517241,0.19491844,-0.23503361,14,0.34695168,0.83636354,-0.2605249,-0.27272652,0.84894294,-0.85167846,0.028007447,-0.8865246999999999,-0.24242781
-0.5739281999999999,-0.61586216,-0.71396538,0.55462087,-0.93243147,-0.49946894,-0.65517241,0.20766167,-0.41044047,14,0.34406509,0.82926834,-0.26214643,-0.27356673,0.8454103000000001,-0.86019416,-0.026657592999999997,-0.88500532,-0.24242781
-0.53305448,-0.64881347,-0.57388959,0.65140442,-0.88306109,-0.39811042,-0.93103448,0.19165924,-0.24538982,14,0.50638802,0.83503287,-0.23410949,-0.20712965,0.8496474,-0.77582724,-0.036080547000000004,-0.90769514,-0.26224336
-0.48678664,-0.49424567,-0.57388959,0.51298785,-0.85733342,-0.39811042,-0.93103448,0.27799393,-0.19289212,14,0.42657764,0.8278639999999999,-0.27509908,-0.2466966,0.8376761999999999,-0.77708311,-0.0028743003000000003,-0.87175931,-0.26224336
-0.57055189,-0.49071844,-0.55396159,0.51104619,-0.87595866,-0.54516687,-0.93103448,0.22292817,-0.018361195,14,0.43213992,0.82381198,-0.27844612,-0.2831195,0.83736666,-0.77933888,-0.066260134,-0.86900821,-0.26212048
-0.55045499,-0.55476656,-0.55396159,0.48427631,-0.89131003,-0.51787751,-0.93103448,0.14573195,-0.018361195,14,0.36769281,0.82579607,-0.26591679,-0.27374593,0.83736666,-0.78225914,-0.089960233,-0.88146279,-0.24819284
-0.5380121,-0.55646353,-0.64543867,0.48427631,-0.8929034,-0.51787751,-0.93103448,0.27860275,-0.19842299,14,0.28082295,0.83332329,-0.25459766,-0.26270955,0.85153686,-0.82797656,-0.089502126,-0.89191418,-0.23900856
-0.4646634,-0.58392636,-0.64543867,0.51907193,-0.90594647,-0.48065495,-0.65517241,0.35569953,-0.19842299,14,0.36616038,0.83642809,-0.25306673,-0.26270955,0.85313074,-0.83823416,-0.13139155,-0.89329843,-0.23889866
-0.46264740000000004,-0.6856528000000001,-0.66186628,0.51907193,-0.9059798000000001,-0.48065495,-0.65517241,0.26609625,-0.25557816,14,0.37229232,0.83327246,-0.26387150000000004,-0.26548659,0.84601845,-0.84107315,-0.14970827,-0.88333301,-0.24451523
-0.576258,-0.64895074,-0.68851949,0.60659709,-0.90071979,-0.60737553,-0.65517241,0.23892697,-0.25557816,14,0.25600722,0.82788629,-0.26508033,-0.27425496,0.84595229,-0.88073355,-0.098608881,-0.88223928,-0.24451523
-0.55485058,-0.57601018,-0.55902964,0.58411531,-0.91702375,-0.54062196,-0.93103448,0.1835128,-0.041465182,14,0.27930343,0.8268916999999999,-0.26284839,-0.27425496,0.8458844999999999,-0.8427969000000001,-0.19407367,-0.88437671,-0.23991676
-0.5964315,-0.57303682,-0.55902964,0.53514098,-0.92410875,-0.54062196,-0.93103448,0.08869954099999999,-0.041465182,14,0.46607352,0.82674243,-0.26892612,-0.27463831,0.8458844999999999,-0.83154199,-0.15095039999999998,-0.87849485,-0.25257549
-0.59238539,-0.6144824999999999,-0.66517138,0.53514098,-0.89740346,-0.59679615,-0.93103448,0.13232361,-0.3064386,14,0.47632411,0.8239947,-0.27023705,-0.27684071,0.84091223,-0.84560419,-0.0012673349,-0.87721841,-0.25257549
-0.61867514,-0.59788172,-0.69408348,0.58493056,-0.89978989,-0.55069567,-0.93103448,0.15242061,-0.3064386,14,0.41720607,0.82189667,-0.26404715,-0.27504563,0.83996545,-0.84881226,-0.077393256,-0.88320338,-0.24428502
-0.56940954,-0.5423883,-0.67188717,0.53464976,-0.87337682,-0.55069567,-0.93103448,0.17330737,-0.20062256,14,0.37302329,0.82601189,-0.26060468,-0.27072518,0.83996545,-0.82088238,-0.11853713,-0.88645023,-0.24030311
-0.50683249,-0.6153233,-0.67188717,0.53464976,-0.85359512,-0.56942422,-0.93103448,0.22612967,-0.20062256,14,0.27214086,0.83261362,-0.25682827,-0.26962183,0.84972049,-0.83122069,-0.079836012,-0.88997043,-0.23773439
-0.64741341,-0.76559564,-0.33773752,0.62994719,-0.95615176,-0.59047918,-0.44827586,0.49989811,0.10719642,14,0.048605622,0.83266344,-0.26115116,-0.27045157,0.83210569,-0.66085916,-0.70557695,-0.88584704,-0.25826706
-0.67377972,-0.62535139,-0.17835315,0.16700125,-0.84577298,-0.62636414,-0.44827586,0.29381518,0.31780274,14,-0.14951662,0.86527953,-0.25491324,-0.25018831,0.84959418,-0.71200776,-0.72267989,-0.89165365,-0.23651557
-0.67594328,-0.29788946,-0.056384699,0.16700125,-0.92053447,-0.51347901,-0.51724138,-0.056084762,0.45012712,14,-0.34058007,0.87072425,-0.24089659,-0.24478381,0.8506778,-0.63555228,-0.70030496,-0.90392507,-0.22952664
-0.60523935,-0.18767377,-0.056384699,0.23238620000000001,-0.89798148,-0.35189024,-0.51724138,-0.047270982999999996,0.45012712,14,-0.27502156,0.83905974,-0.25072019,-0.24478381,0.83326785,-0.58212759,-0.72452442,-0.89461812,-0.25316732
-0.59775116,-0.42672097,-0.16010576,0.26803156,-0.8807905,-0.35189024,-0.93103448,0.24134210000000003,0.38547095,14,-0.013278904,0.83457821,-0.26514699999999997,-0.23757363,0.83326785,-0.64384699,-0.65756177,-0.88158304,-0.25316732
-0.6213776999999999,-0.21747765,-0.16823866,0.26803156,-0.91906842,-0.32752693,-0.5862069000000001,0.2627815,0.32681940000000004,14,-0.095384808,0.85850831,-0.24467484,-0.23237364,0.85077476,-0.62441428,-0.58607655,-0.89985898,-0.24867767
-0.61353597,-0.53379304,-0.26433190000000006,0.49785047,-0.89097183,-0.32752693,-0.44827586,0.15151955,0.32681940000000004,14,-0.15509327,0.84927707,-0.24880776,-0.23237364,0.84897401,-0.6234693,-0.65610839,-0.89632672,-0.24563959
-0.65019163,-0.70598598,-0.482558,0.73948624,-0.91443781,-0.47252134,-0.44827586,0.19564276,0.31684332,14,-0.002788611,0.85335329,-0.26344957,-0.26465961,0.84897401,-0.59976099,-0.62239702,-0.88371167,-0.24563959
-0.70593547,-0.59867577,-0.22643804,0.75602597,-0.95811742,-0.31935597,-0.44827586,0.38932462,0.52935968,14,-0.25061831,0.82080662,-0.26628047,-0.26612403,0.82324659,-0.52243241,-0.79229906,-0.88031755,-0.28165347
-0.66285718,-0.60931391,-0.071289133,0.11160081,-0.78558817,-0.46809093,-0.44827586,0.25329895,0.52074222,14,-0.17647293,0.82916384,-0.24794088,-0.25252713,0.84217742,-0.5392412,-0.79060898,-0.8980248,-0.2277507
-0.5477789000000001,0.038325068,-0.071289133,0.11160081,-0.85877087,-0.54801734,-0.44827586,-0.066333798,0.52074222,14,-0.25136775,0.84404453,-0.24697115,-0.25117206,0.84217742,-0.55824244,-0.73837313,-0.89872733,-0.23774003
-0.57909324,-0.31556796,-0.20040297,0.19566761,-0.82207414,-0.42097458,-0.44827586,-0.079131096,0.34237542,14,-0.23925715,0.8437843,-0.26351522,-0.25117206,0.84100953,-0.61223738,-0.71222739,-0.88309088,-0.25511757
-0.58532065,-0.36630682,-0.076014759,0.09058473199999999,-0.85685816,-0.42097458,-0.44827586,0.20771574,0.50588983,14,0.069470886,0.82457312,-0.27129315,-0.27116674,0.84051042,-0.54929457,-0.556176,-0.87606592,-0.25511757
-0.56240927,-0.14885698,-0.076014759,0.09058473199999999,-0.83765962,-0.37995936,-0.93103448,0.44032082,0.54060377,14,0.01523538,0.82086427,-0.26938475,-0.27116674,0.83535133,-0.49864494,-0.51798456,-0.87796181,-0.25169843
-0.70454646,-0.74457911,-0.24334355,0.75567194,-0.94709874,-0.37995936,-0.44827586,0.34398407,0.54060377,14,-0.34608893,0.83436159,-0.26913257,-0.27521466,0.83535133,-0.5249621,-0.69020769,-0.87822989,-0.25169843
-0.73419767,-0.61578929,-0.34155364,0.7336395,-0.95947983,-0.47667020000000004,-0.44827586,0.028806807,0.19192439,14,-0.19324434,0.85300644,-0.26058388,-0.27521466,0.84968991,-0.60175992,-0.76601513,-0.88648788,-0.24383916
-0.69854232,-0.57555194,0.067477879,0.75097479,-0.84425394,-0.33514149,-0.37931034,0.5756359999999999,0.64550092,14,-0.27565059999999997,0.7963986999999999,-0.29182171,-0.27578001,0.79055651,-0.48651693,-0.70581527,-0.85375236,-0.30099033
-0.65685052,-0.094402291,-0.27180541,0.11338379,-0.82903057,-0.40763152,-0.37931034,0.35697044,0.34432681,14,-0.16058158,0.8285825000000001,-0.26332606,-0.27578001,0.82138017,-0.60596909,-0.75841384,-0.8838745000000001,-0.25711982
-0.54190974,0.041735771,0.21804324,0.11338379,-0.72412072,-0.49768254,-1.0,0.25396772,0.54223848,14,-0.358506,0.84321478,-0.26883162,-0.27754093,0.83451817,-0.60427645,-0.73029863,-0.87851357,-0.2619322
-0.63768137,-0.43681144,0.21804324,0.1977234,-0.7310131,-0.49768254,-0.93103448,0.091615154,0.54290041,14,-0.39386872,0.82777733,-0.27823807,-0.27973747,0.82931111,-0.45556188,-0.72152593,-0.86920484,-0.26573193
-0.66511676,-0.26197095,-0.17725888,0.092549357,-0.97005459,-0.37637561,-0.37931034,0.21731589,0.54290041,14,-0.18457879,0.83219934,-0.26988597,-0.26740787,0.82931111,-0.57163999,-0.57995965,-0.87722063,-0.26573193
-0.55775844,-0.050042607,0.012401086,0.092549357,-0.94849498,-0.32727790000000007,-0.37931034,0.45664485,0.64353798,14,-0.19105836,0.84677747,-0.28059865,-0.26740787,0.85108472,-0.48262812,-0.66738651,-0.86595225,-0.28046627
-0.53204477,-0.62923905,0.012401086,0.73416107,-0.85844018,-0.32727790000000007,-0.37931034,0.25728247,0.64353798,14,-0.41197776,0.83700342,-0.28499574,-0.26638789,0.85123153,-0.42109314,-0.7092713,-0.8617024,-0.28046627
-0.59518183,-0.70267612,-0.05972257,0.63442719,-0.94693479,-0.39556149,-0.51724138,0.26609625,0.60777511,14,-0.33880614,0.83567155,-0.25610407,-0.26355577,0.84999284,-0.55857449,-0.61813925,-0.89026918,-0.26176669
-0.64356259,-0.63837051,-0.62930083,0.67017453,-0.97441969,-0.38460974,-0.93103448,0.12895113,-0.060963553,14,0.7130404,0.80881414,-0.264797,-0.23503529,0.75813658,-0.71187352,-0.26347573,-0.88050556,-0.29466515
-0.63220035,-0.67582856,-0.46302409,0.54212752,-0.95784886,-0.38460974,-0.93103448,0.20771574,-0.060963553,14,0.71125903,0.74506941,-0.31876915,-0.25322509,0.73378429,-0.6882782,-0.47915173,-0.82287707,-0.32652159
-0.67981622,-0.51132529,-0.46302409,0.54212752,-0.95397823,-0.31586052,-0.93103448,0.34531736,-0.070780047,14,0.68445097,0.7064474000000001,-0.34836619,-0.34709232,0.70645235,-0.73980994,-0.33916317,-0.78939423,-0.32652159
-0.6257381,-0.35814951,-0.65780014,0.39882991,-0.93621482,-0.24584539999999996,-0.93103448,0.56500297,-0.21417378,14,0.65753929,0.69437816,-0.34514413,-0.33751842,0.69628905,-0.79204443,-0.25298736,-0.79317603,-0.33697027
-0.58444943,-0.43618994,-0.65780014,0.39882991,-0.92544599,-0.24584539999999996,-0.93103448,0.37894245,0.038773349,14,0.7239791999999999,0.70960062,-0.32066681,-0.29747007,0.69628905,-0.72538424,-0.32996603,-0.82163526,-0.33697027
-0.64391148,-0.50772156,-0.59167651,0.57034873,-0.94303406,-0.30475195,-0.93103448,0.16364952,0.038773349,14,0.7184921,0.72432267,-0.30043268,-0.29747007,0.73768558,-0.69760985,-0.2985645,-0.84590616,-0.28766303
-0.62237579,-0.46285109999999996,-0.59167651,0.40121127,-0.90898193,-0.30475195,-0.93103448,0.25396772,-0.0069229958,14,0.72703773,0.72516665,-0.32044515,-0.31262605,0.73768558,-0.70492567,-0.31597548,-0.82301994,-0.31444340000000004
-0.67111666,-0.65132906,-0.68832982,0.40121127,-0.96225755,-0.64038358,-0.93103448,0.35455531,-0.11831205,14,0.77022826,0.72968669,-0.33640809,-0.32944822,0.75046096,-0.73348951,-0.36619452,-0.80437062,-0.31592008
-0.71756152,-0.6845084,-0.69241294,0.45662382,-0.97173876,-0.64038358,-0.93103448,0.45663817,-0.21353955,14,0.77336337,0.72492046,-0.33483187,-0.33823382,0.74057325,-0.77888365,-0.39983975,-0.80628966,-0.31592008
-0.68586981,-0.60022226,-0.44296321,0.69748127,-0.92800709,-0.20973115,-0.93103448,0.30021383,-0.31137338,14,0.73063181,0.77218995,-0.27443228,-0.24544947,0.74621417,-0.75252561,-0.26863448,-0.87127363,-0.30153329
-0.66734744,-0.67014853,-0.44296321,0.69748127,-0.96105531,-0.51410604,-0.93103448,0.35491625,-0.31137338,14,0.78442419,0.72945716,-0.30857815,-0.25616846,0.72357446,-0.75993827,-0.25844948,-0.83534157,-0.31046342
-0.55700287,-0.43012002,-0.58799458,0.70371353,-0.95454851,-0.2645348,-0.93103448,0.52619394,-0.032992533,14,0.6745551,0.70239676,-0.33898623,-0.34218593,0.71892642,-0.75577935,-0.20909649,-0.80108423,-0.34199542
-0.59501558,-0.076695742,-0.38761463,0.48714974,-0.9476631999999999,-0.2645348,-0.93103448,0.45171561,0.11807077,14,0.63304139,0.7114391,-0.33772546,-0.3234926,0.71873904,-0.71015795,-0.29302453,-0.80209623,-0.34199542
-0.66067833,-0.42386345,-0.38761463,0.48714974,-0.95551213,-0.43156949,-0.93103448,0.32080461,0.11807077,14,0.75117419,0.72942173,-0.31263958,-0.29588414,0.71873904,-0.73229944,-0.39570795,-0.83112109,-0.34195581
-0.70001976,-0.62507388,-0.44534042,0.54460183,-0.9660313,-0.39859283,-0.93103448,0.32129115,0.10300382,14,0.69212389,0.71723635,-0.31247949,-0.29588414,0.72007763,-0.71563017,-0.26832672,-0.83158312,-0.33362671
-0.72712817,-0.52246027,-0.44534042,0.47133548,-0.95165304,-0.39859283,-0.93103448,0.43628266,0.10300382,14,0.70760903,0.71393919,-0.33466816,-0.33436779,0.72007763,-0.78710478,-0.28734347,-0.80613401,-0.33362671
-0.69840462,-0.64463439,-0.67452217,0.47133548,-0.96450695,-0.64603549,-0.93103448,0.37118457,-0.32408771,14,0.79599478,0.73116094,-0.32053404,-0.31066673,0.72960907,-0.82439763,-0.36215955,-0.82270924,-0.33356489
-0.72176663,-0.75891221,-0.6915353,0.48565605,-0.9633573000000001,-0.64603549,-0.93103448,0.35334786,-0.21596358,14,0.79579838,0.72852839,-0.31610776,-0.31066673,0.74149463,-0.76967854,-0.36932618,-0.82804537,-0.31794261
-0.6526904,-0.60540103,-0.57929409,0.77664226,-0.92894096,-0.27232839,-0.93103448,0.38805307,-0.17265816,14,0.78089322,0.75594566,-0.30546987,-0.29768191,0.73082529,-0.76493685,-0.22149048,-0.84021393,-0.30595725
-0.59679739,-0.62983373,-0.57929409,0.6904755,-0.92505169,-0.28909147,-0.93103448,0.49349946,-0.10453684,14,0.75340824,0.72100378,-0.3219249,-0.30961795,0.7239825,-0.73056215,-0.34641293,-0.8214985,-0.30974617
-0.58371735,-0.56811041,-0.24671842,0.6904755,-0.9213676,-0.1407524,-0.93103448,0.53028518,0.53722997,14,0.62132618,0.70347032,-0.33559111,-0.34327229,0.72130353,-0.63665914,-0.23467941,-0.80534731,-0.32530971
-0.63661445,-0.09896378800000001,-0.24671842,0.49367839,-0.92178759,-0.1407524,-0.93103448,0.44930048,0.53722997,14,0.62484171,0.71137506,-0.32930815,-0.32806362,0.72130353,-0.71673399,-0.25272994,-0.8127045,-0.32530971
-0.61861144,-0.50521529,-0.64053761,0.49367839,-0.94973891,-0.3208587,-0.93103448,0.38534109999999994,-0.25537782,14,0.72587431,0.70892364,-0.3166217,-0.31602361,0.70367441,-0.81515503,-0.38977435,-0.82770455,-0.32016723
-0.59823685,-0.55924222,-0.56415455,0.63952792,-0.94787997,-0.21949432,-0.93103448,0.35455531,0.0040391009,14,0.76057813,0.69453204,-0.3242938,-0.31602361,0.70367441,-0.76917642,-0.32403342,-0.81854598,-0.31971118
-0.63312549,-0.46577531,-0.56415455,0.47440542,-0.9260118,-0.21949432,-0.93103448,0.40085036,0.0040391009,14,0.7793843,0.7003556,-0.33513405,-0.34022545,0.70783562,-0.77708074,-0.38533087,-0.80592015,-0.31971118
-0.66809361,-0.5372941999999999,-0.62247152,0.38803407,-0.96699115,-0.67780394,-0.93103448,0.41714135,-0.12436072,14,0.73618497,0.7121294,-0.32759337,-0.32588590000000006,0.72859025,-0.78118799,-0.34369879999999997,-0.81505775,-0.31392473
-0.57837868,-0.44011384,-0.50124913,0.38803407,-0.92933952,-0.45773305,-0.93103448,0.36373003,-0.20847666,14,0.65633222,0.7148745,-0.3141472,-0.31149674,0.73663443,-0.80907531,-0.3169563,-0.83073555,-0.29679358
-0.94244536,-0.88355054,-0.85983969,0.75083201,-0.98904178,-0.72156142,-0.93103448,-0.21359473,-0.81966418,14,-0.76875168,0.86269944,-0.25188676,-0.25628812,0.85574983,-0.99604594,0.22267992,-0.89435272,-0.24347817
-0.96857433,-0.9596283000000001,-0.95500085,0.80042209,-0.9984354,-0.82807512,-0.93103448,0.08791589400000001,-0.88454167,14,-0.93509421,0.84127308,-0.27248117,-0.2728614,0.84816546,-0.99358995,0.46741432,-0.8747705,-0.26009085
-0.98598607,-0.97360649,-0.98262263,0.82786934,-0.99988217,-0.8519184999999999,-0.93103448,0.23022758,-0.88454167,14,-0.96122505,0.83990218,-0.27334013,-0.27541189,0.84816546,-0.9981154000000001,0.46387894,-0.87396615,-0.26009085
-0.99240904,-0.99281481,-0.99451538,0.82786934,-0.99996015,-0.88031055,-0.79310345,-0.33074479,-0.90516887,14,-0.21837203,0.85709287,-0.25899851,-0.27537686,0.85691624,-0.99964308,0.62865044,-0.88797363,-0.24567272
-0.99523068,-0.99585376,-0.99451538,0.84061837,-0.99997338,-0.88249574,-0.86206897,-0.52923855,-0.93923945,14,-0.22548961,0.8595253,-0.25770426,-0.27537686,0.87870751,-0.99990692,0.500429,-0.88922408,-0.22919949
-0.994455,-0.99394525,-0.99362401,0.84061837,-0.99995134,-0.8824663,-0.72413793,-0.39223040000000003,-0.93843128,14,-0.55515525,0.85887798,-0.25639914,-0.27309772,0.87870751,-0.99995238,0.12201469999999999,-0.89041873,-0.22919949
-0.99350788,-0.9898761,-0.99296883,0.83573182,-0.99997251,-0.87831646,-1.0,-0.48434407,-0.93794272,14,-0.49552119,0.86230671,-0.25258718,-0.27144248,0.88023763,-0.99994676,0.2757857,-0.89390518,-0.22586537
